YearOfObservation,Insured_Period,Residential,Building Dimension,Building_Type,NumberOfWindows,Claim,Building_Painted,Building_Fenced,Garden,Settlement,Painted_Fenced_Garden,Painted_Fenced,Garden_Settlement,Fenced_Garden_Settlement,Painted_Fenced_Settlement,Painted_Fenced_Garden_Settlement
2014,1,1,2110,4,7,0,1,0,0,0,2,2,0,0,2,2
2015,1,1,2110,4,7,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,1630,4,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1628,4,5,1,1,0,0,0,2,2,0,0,2,2
2014,0.117808219,1,1350,4,6,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,332,4,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,332,4,4,1,1,0,0,0,2,2,0,0,2,2
2016,1,1,1825,4,7,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,6600,4,1,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,8265,4,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,10600,4,8,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,3510,4,4,1,1,0,0,0,2,2,0,0,2,2
2013,0,1,8000,4,7,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,3780,4,7,1,1,0,0,0,2,2,0,0,2,2
2015,1,1,3780,4,7,1,1,0,0,0,2,2,0,0,2,2
2016,1,1,3780,4,7,1,1,0,0,0,2,2,0,0,2,2
2013,0.120547945,0,2471,4,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1908,4,6,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,490,4,4,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,15000,4,7,1,1,0,0,0,2,2,0,0,2,2
2015,0.915068493,1,15000,4,7,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,12470,4,6,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,395,4,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,395,4,3,0,1,0,0,0,2,2,0,0,2,2
2013,0.495890411,1,12961,4,6,0,1,0,0,0,2,2,0,0,2,2
2012,0,0,350,4,4,0,1,0,0,0,2,2,0,0,2,2
2013,0,0,350,4,4,0,1,0,0,0,2,2,0,0,2,2
2014,0,0,350,4,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.915300546,0,280,4,2,1,1,0,0,0,2,2,0,0,2,2
2014,0.084931507,0,280,4,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2600,4,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,630,4,3,0,1,1,1,1,5,3,2,4,4,4
2012,0,0,520,4,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,474,4,2,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,800,4,7,1,1,0,0,0,2,2,0,0,2,2
2014,1,1,800,4,5,0,1,0,0,0,2,2,0,0,2,2
2012,0.480874317,1,1315,4,6,0,1,0,0,0,2,2,0,0,2,2
2013,0.780821918,1,3100,4,7,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,3112,4,7,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,750,4,4,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,240,4,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,2374,4,4,0,1,0,0,0,2,2,0,0,2,2
2015,0.747945205,0,200,4,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1620,4,8,1,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,7291,4,8,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,11547,4,6,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,1500,4,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1800,4,5,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,1800,4,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,5385,4,5,1,1,1,1,1,5,3,2,4,4,4
2015,0,1,3482,4,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,1572,4,5,0,1,1,1,1,5,3,2,4,4,4
2012,0,0,200,4,5,0,1,1,1,1,5,3,2,4,4,4
2015,0,0,600,4,5,0,1,1,1,1,5,3,2,4,4,4
2014,0,1,400,4,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,700,4,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,1400,4,5,1,1,1,1,1,5,3,2,4,4,4
2015,1,1,1400,4,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,5266,4,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1874,4,5,0,1,0,0,0,2,2,0,0,2,2
2013,0,1,4288,4,4,1,1,1,1,1,5,3,2,4,4,4
2012,1,1,1125,4,4,0,1,1,1,1,5,3,2,4,4,4
2014,0.021917808,1,1125,4,4,0,1,1,1,1,5,3,2,4,4,4
2015,0.997260274,1,820,4,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,1248,4,5,1,1,0,0,0,2,2,0,0,2,2
2012,0,1,685,4,8,1,1,1,1,1,5,3,2,4,4,4
2015,0,1,685,4,8,0,1,1,1,1,5,3,2,4,4,4
2015,1,1,3732,4,8,1,1,0,0,0,2,2,0,0,2,2
2013,1,1,1425,4,6,1,1,0,0,0,2,2,0,0,2,2
2016,1,1,1425,4,6,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,1000,4,6,0,1,0,0,0,2,2,0,0,2,2
2013,0,0,700,4,6,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,952,4,6,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,400,4,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,400,4,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,400,4,5,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,400,4,5,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,4590,4,5,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,1155,4,5,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,1070,4,6,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,335,4,6,0,0,1,1,1,1,1,2,4,1,1
2014,0.915068493,0,335,4,6,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,250,4,6,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,438,4,6,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,415,4,6,1,0,1,1,1,1,1,2,4,1,1
2013,1,0,415,4,6,0,0,1,1,1,1,1,2,4,1,1
2012,1,1,1117,4,6,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,900,4,6,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,900,4,6,1,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,1,900,4,6,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,800,4,6,0,1,1,1,1,5,3,2,4,4,4
2016,0.494535519,1,719,4,6,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,300,4,6,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,5927,4,6,1,1,0,0,0,2,2,0,0,2,2
2016,0.243169399,1,195,4,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,8570,4,4,1,0,1,1,1,1,1,2,4,1,1
2012,1,1,2300,4,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,2300,4,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,1700,4,4,1,1,1,1,1,5,3,2,4,4,4
2013,1,0,1026,4,4,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,2138,4,4,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1500,4,7,1,1,1,1,1,5,3,2,4,4,4
2014,1,0,420,4,7,0,1,1,1,1,5,3,2,4,4,4
2012,1,1,1334,4,7,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,1375,4,7,0,1,0,0,0,2,2,0,0,2,2
2012,0,1,1,4,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,1200,4,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,450,4,6,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,450,4,6,1,1,1,1,1,5,3,2,4,4,4
2013,1,1,770,4,6,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,1680,4,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,476,4,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,476,4,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,808,4,7,1,0,1,1,1,1,1,2,4,1,1
2014,1,0,808,4,7,0,0,1,1,1,1,1,2,4,1,1
2012,0.24863388,1,1,4,7,0,0,1,1,1,1,1,2,4,1,1
2015,0.695890411,1,923,4,7,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,4200,4,7,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,7460,4,4,1,0,1,1,1,1,1,2,4,1,1
2014,1,0,1206,4,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,700,4,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,450,4,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,450,4,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,2976,4,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,1200,4,5,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1320,4,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,400,4,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,1011,4,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,2000,4,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,500,4,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,11000,4,6,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,11000,4,6,1,1,0,0,0,2,2,0,0,2,2
2016,0.75136612,1,7838,4,4,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,5400,4,7,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,11380,4,7,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2844,4,6,1,1,1,1,1,5,3,2,4,4,4
2015,1,0,320,4,6,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1862,4,6,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1862,4,6,1,1,1,1,1,5,3,2,4,4,4
2014,1,0,1862,4,6,1,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,5434,4,6,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,2100,4,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,4055,4,7,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,537,4,4,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,240,4,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,1956,4,4,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,3400,4,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,3500,4,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,3500,4,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,990,4,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2750,4,5,1,1,1,1,1,5,3,2,4,4,4
2014,1,0,3287,4,5,1,0,1,1,1,1,1,2,4,1,1
2012,1,0,1173,4,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,900,4,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,900,4,3,1,1,0,0,0,2,2,0,0,2,2
2016,1,0,4565,4,6,0,0,1,1,1,1,1,2,4,1,1
2013,0.495890411,0,5657,4,6,0,0,1,1,1,1,1,2,4,1,1
2013,0.832876712,0,950,4,6,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,4800,4,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,2860,4,6,0,1,0,0,0,2,2,0,0,2,2
2016,1,1,4875,4,5,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,6410,4,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,7480,4,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,860,4,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,443,4,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,300,4,3,0,0,1,1,1,1,1,2,4,1,1
2014,0.747945205,0,300,4,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,2000,4,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,1600,4,4,0,0,1,1,1,1,1,2,4,1,1
2013,0.947945205,0,4755,4,4,1,0,1,1,1,1,1,2,4,1,1
2016,0.912568306,0,1528,4,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,4327,4,4,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,4327,4,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,625,4,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,450,4,2,0,0,1,1,1,1,1,2,4,1,1
2015,1,1,1500,4,2,0,1,0,0,0,2,2,0,0,2,2
2014,0.504109589,0,110,4,3,0,1,0,0,0,2,2,0,0,2,2
2014,0.832876712,1,500,4,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1600,4,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,306,4,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,230,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,4027,4,6,1,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,7700,4,5,1,1,0,0,0,2,2,0,0,2,2
2015,1,0,3767,4,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,600,4,3,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,8641,4,6,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,600,4,2,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,1654,4,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,450,4,3,0,1,1,1,1,5,3,2,4,4,4
2013,0.82739726,1,600,4,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,700,4,3,1,0,1,1,1,1,1,2,4,1,1
2014,0.520547945,1,400,4,3,0,0,1,1,1,1,1,2,4,1,1
2013,0.832876712,0,476,4,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2646,4,3,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,365,4,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,1,365,4,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,515,4,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,515,4,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,515,4,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.333333333,1,862,4,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,600,4,5,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,2186,4,6,1,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,1,2186,4,6,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,7186,4,6,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,4210,4,6,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,350,4,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,1950,4,3,0,0,1,1,1,1,1,2,4,1,1
2016,1,0,1950,4,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,1,700,4,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,7500,4,5,0,0,1,1,1,1,1,2,4,1,1
2014,0.24109589,1,1680,4,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,6055,1,5,0,1,1,1,1,5,3,2,4,4,4
2015,1,0,3992,1,5,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,4567,1,5,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,7200,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1751,1,5,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,3965,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,320,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,300,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,120,1,4,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,1725,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2457,1,6,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2457,1,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1500,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2585,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1000,1,3,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1000,1,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,706,1,3,0,0,1,1,1,1,1,2,4,1,1
2012,0.581967213,0,1390,1,3,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,988,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,988,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,2306,1,3,0,1,1,1,1,5,3,2,4,4,4
2015,0.084931507,0,3225,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1090,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1090,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,500,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,6317,1,5,1,1,0,0,0,2,2,0,0,2,2
2012,0.163934426,0,1300,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,3800,2,3,1,1,0,0,0,2,2,0,0,2,2
2012,0.868852459,0,3773,2,1,0,0,1,1,1,1,1,2,4,1,1
2016,0.579234973,1,500,2,1,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2160,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,3400,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1650,1,6,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,350,1,2,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1030,1,1,0,1,0,0,0,2,2,0,0,2,2
2012,0.836065574,0,432,1,2,0,1,0,0,0,2,2,0,0,2,2
2015,0.161643836,0,432,1,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,230,1,2,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,2500,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1567,1,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1567,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,1567,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1700,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,0.836065574,0,1751,1,5,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,1751,1,5,0,1,0,0,0,2,2,0,0,2,2
2016,0.663934426,0,260,1,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,405,1,3,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,550,1,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,400,1,3,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,906,1,3,1,1,0,0,0,2,2,0,0,2,2
2016,1,0,400,1,3,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,400,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,400,1,5,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,430,1,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,480,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,480,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,240,1,3,1,1,0,0,0,2,2,0,0,2,2
2014,1,0,240,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,240,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1510,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,1510,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,450,1,3,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,502,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,1830,1,5,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,202,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1350,1,8,1,1,0,0,0,2,2,0,0,2,2
2016,1,0,1350,1,8,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,891,1,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,350,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,4862,1,7,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,2700,1,4,1,1,0,0,0,2,2,0,0,2,2
2016,1,0,4400,1,7,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,6500,1,8,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,1500,1,8,1,1,0,0,0,2,2,0,0,2,2
2012,0.836065574,0,1441,1,4,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,1395,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,800,1,2,0,1,1,1,1,5,3,2,4,4,4
2013,0.769863014,0,320,1,2,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,150,1,2,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,5781,2,2,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,5781,2,2,0,0,1,1,1,1,1,2,4,1,1
2014,1,1,4465,2,2,1,0,1,1,1,1,1,2,4,1,1
2016,1,1,4465,2,2,1,0,1,1,1,1,1,2,4,1,1
2015,0.983561644,0,4300,2,2,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,2000,2,3,0,1,1,1,1,5,3,2,4,4,4
2014,1,0,2000,2,3,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,520,2,3,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,520,2,3,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,400,2,2,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,600,2,4,0,1,1,1,1,5,3,2,4,4,4
2014,0.246575342,0,2000,2,4,1,1,1,1,1,5,3,2,4,4,4
2012,1,0,1800,2,4,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1050,2,4,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,0,1050,2,4,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,1500,2,4,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,750,2,3,0,1,0,0,0,2,2,0,0,2,2
2016,0.994535519,0,750,2,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,750,2,1,0,1,0,0,0,2,2,0,0,2,2
2016,0.745901639,0,750,2,1,0,1,0,0,0,2,2,0,0,2,2
2014,1,1,3023,2,4,1,0,1,1,1,1,1,2,4,1,1
2015,0.98630137,1,2074,2,4,0,0,1,1,1,1,1,2,4,1,1
2013,0.495890411,0,450,2,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2277,1,4,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,380,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,380,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,2064,1,6,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,400,1,1,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,400,1,1,0,1,0,0,0,2,2,0,0,2,2
2013,0.791780822,0,265,1,2,0,1,1,1,1,5,3,2,4,4,4
2013,1,0,275,1,2,0,1,0,0,0,2,2,0,0,2,2
2013,0.194520548,0,400,1,2,0,1,1,1,1,5,3,2,4,4,4
2013,1,1,800,1,2,0,1,1,1,1,5,3,2,4,4,4
2015,0.983561644,1,800,1,2,0,1,1,1,1,5,3,2,4,4,4
2016,0.99726776,1,1229,1,2,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,1435,1,3,1,1,0,0,0,2,2,0,0,2,2
2012,1,1,189,1,4,0,1,1,1,1,5,3,2,4,4,4
2015,0.983561644,1,949,1,4,1,1,0,0,0,2,2,0,0,2,2
2016,0.967213115,1,949,1,4,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,3817,1,8,1,1,0,0,0,2,2,0,0,2,2
2013,0.416438356,0,770,1,7,0,1,1,1,1,5,3,2,4,4,4
2012,1,0,2016,1,7,0,1,0,0,0,2,2,0,0,2,2
2012,1,1,1041,1,5,0,0,1,1,1,1,1,2,4,1,1
2014,0.915068493,1,1041,1,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1850,1,5,1,1,1,1,1,5,3,2,4,4,4
2013,0.747945205,0,432,1,5,0,1,1,1,1,5,3,2,4,4,4
2015,0.953424658,0,150,1,5,0,1,1,1,1,5,3,2,4,4,4
2016,1,0,350,1,5,0,1,1,1,1,5,3,2,4,4,4
2013,0.41369863,0,3500,1,5,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,710,1,5,0,1,0,0,0,2,2,0,0,2,2
2014,1,0,400,1,3,0,1,0,0,0,2,2,0,0,2,2
2015,1,0,400,1,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,1800,1,6,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,1800,1,6,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,300,1,6,0,0,1,1,1,1,1,2,4,1,1
2014,0.120547945,0,3930,1,6,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2350,2,6,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,2350,2,6,1,0,1,1,1,1,1,2,4,1,1
2016,1,0,420,2,6,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,250,2,6,1,0,1,1,1,1,1,2,4,1,1
2014,1,0,15,2,6,0,0,1,1,1,1,1,2,4,1,1
2015,1,0,15,2,6,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,1700,1,6,1,0,1,1,1,1,1,2,4,1,1
2013,1,0,1230,2,6,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,800,2,6,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,930,2,6,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,257,2,6,0,0,1,1,1,1,1,2,4,1,1
2014,1,0,257,2,6,0,0,1,1,1,1,1,2,4,1,1
2012,0,0,3693,2,6,0,0,1,1,1,1,1,2,4,1,1
2013,1,0,4814,1,6,1,1,0,0,0,2,2,0,0,2,2
2015,0.857534247,0,4814,1,6,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,1350,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,4650,1,5,0,1,0,0,0,2,2,0,0,2,2
2016,1,0,4650,1,5,1,1,0,0,0,2,2,0,0,2,2
2015,0.495890411,1,2128,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,2400,1,5,1,1,0,0,0,2,2,0,0,2,2
2013,1,0,2039,1,4,0,1,0,0,0,2,2,0,0,2,2
2016,0.99726776,0,2039,1,4,0,1,0,0,0,2,2,0,0,2,2
2013,1,1,1200,2,5,1,1,0,0,0,2,2,0,0,2,2
2013,0.747945205,1,8000,2,8,0,1,0,0,0,2,2,0,0,2,2
2014,0.252054795,0,1858,1,5,0,1,0,0,0,2,2,0,0,2,2
2012,1,0,124,2,4,0,1,0,0,0,2,2,0,0,2,2
2013,0.802739726,1,500,2,3,0,0,1,1,1,1,1,2,4,1,1
2012,1,0,2060,2,3,0,1,0,0,0,2,2,0,0,2,2
2013,1,0,630,2,3,1,1,0,0,0,2,2,0,0,2,2
2012,1,0,700,2,5,0,1,1,1,1,5,3,2,4,4,4
2014,1,1,1972,2,5,1,0,1,1,1,1,1,2,4,1,1
2015,1,1,1972,2,5,0,0,1,1,1,1,1,2,4,1,1
2016,0.99726776,0,1675,2,5,0,1,0,0,0,2,2,0,0,2,2
